TIME_s,FUEL_kg,XI_m,YI_m,ZI_m,PHI_deg,THETA_deg,PSI_deg,P_deg/s,Q_deg/s,R_deg/s,TILTWING1_deg,FLAPWING1_deg,TILTWING2_deg,FLAPWING2_deg,TILTWING3_deg,FLAPWING3_deg,TILTWING4_deg,FLAPWING4_deg,WOW1_nd,WOW2_nd,WOW3_nd,WOW4_nd,TAS_kts,IAS_kts,GAMH_deg,GAMV_deg,ROC_ft/min,RADALT_ft,VGRND_kts,VGRNDX_kts,VGRNDY_kts,ALPHA_deg,BETA_deg,AXG1_g,AYG1_g,AZG1_g,NACELLEANGLE1_deg,OMEGA1_rad/s,TORQUE1_Nm,THETA01_deg,A1S1_deg,B1S1_deg,A0F1_deg,A1F1_deg,B1F1_deg,NACELLEANGLE2_deg,OMEGA2_rad/s,TORQUE2_Nm,THETA02_deg,A1S2_deg,B1S2_deg,A0F2_deg,A1F2_deg,B1F2_deg,NACELLEANGLE3_deg,OMEGA3_rad/s,TORQUE3_Nm,THETA03_deg,A1S3_deg,B1S3_deg,A0F3_deg,A1F3_deg,B1F3_deg,NACELLEANGLE4_deg,OMEGA4_rad/s,TORQUE4_Nm,THETA04_deg,A1S4_deg,B1S4_deg,A0F4_deg,A1F4_deg,B1F4_deg,AHRS1AXB_g,AHRS1AYB_g,AHRS1AZB_g,AHRS2AXB_g,AHRS2AYB_g,AHRS2AZB_g,PILAXB_g,PILAZB_g,PILAYB_g,X_LINACC_RESID_m/s^2,Y_LINACC_RESID_m/s^2,Z_LINACC_RESID_m/s^2,X_ANGACC_RESID_rad/s^2,Y_ANGACC_RESID_rad/s^2,Z_ANGACC_RESID_rad/s^2,V_RESID_m/s,GAMV_RESID_m/s,GAMH_RESID_m/s,P_RESID_rad/s,Q_RESID_rad/s,R_RESID_rad/s,PILOTCOND_RESID_rad,POWER_RESID_HP,OMEGA1_RESID_rad/s,OMEGA2_RESID_rad/s,OMEGA3_RESID_rad/s,OMEGA4_RESID_rad/s,OMEGADOT1_RESID_rad/s^2,OMEGADOT2_RESID_rad/s^2,OMEGADOT3_RESID_rad/s^2,OMEGADOT4_RESID_rad/s^2,NACELLE_RESID_deg,SPARE1_nd,SPARE2_nd,SPARE3_nd,SPARE4_nd,SPARE5_nd
1.417269,0,-9.482451e-05,0.003960263,-15.43261,0.8700598,-0.1329252,-0.03025095,3.588295,-0.0003240282,-0.08729532,0,0,0,0,0,0,0,0,0,0,0,0,0.2691572,0.2617649,90.10222,0,0.4772118,43.4674,0.269116,-0.0006072751,0.0519537,-85.88311,91.87772,0.002435761,0.0007423738,1.001727,89.9127,60.7732,10871.17,11.6427,0,0.5507354,-2.617823,0.6256806,-0.2623924,89.9127,60.7732,-10180.7,11.1571,0,0.4918478,2.617883,-0.3443955,-0.2271941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.541408,-0.01411968,0.2377351,0,0
1.421577,0,-9.618059e-05,0.004076727,-15.43263,0.8855602,-0.132921,-0.03062475,3.607738,-0.0003775314,-0.08625843,0,0,0,0,0,0,0,0,0,0,0,0,0.2713817,0.2639284,90.10233,0,0.4836967,43.46885,0.2713397,-0.0006165492,0.05315187,-85.91348,91.89851,0.00245302,0.0007692712,1.00172,89.9127,60.7732,10867.41,11.64023,0,0.5501714,-2.617821,0.6263794,-0.2641521,89.9127,60.7732,-10184.08,11.15956,0,0.492361,2.617884,-0.3433042,-0.228947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.485526,-0.01072043,0.243663,0,0
1.425885,0,-9.75583e-05,0.004195869,-15.43265,0.9011439,-0.132917,-0.03099403,3.626943,-0.0004211874,-0.08519628,0,0,0,0,0,0,0,0,0,0,0,0,0.27361,0.2660954,90.10288,0,0.4898559,43.47031,0.2735672,-0.0006268015,0.05437024,-85.92838,91.91862,0.002459854,0.0007936136,1.001714,89.9127,60.7732,10863.94,11.6378,0,0.5495924,-2.61782,0.6272181,-0.266077,89.9127,60.7732,-10187.41,11.162,0,0.4928924,2.617883,-0.3421839,-0.2306224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.431017,-0.009547895,0.2494664,0,0
1.430193,0,-9.895869e-05,0.004317733,-15.43267,0.9168098,-0.1329131,-0.03135868,3.645915,-0.0004663125,-0.08410955,0,0,0,0,0,0,0,0,0,0,0,0,0.2758427,0.2682668,90.10345,0,0.4958739,43.47178,0.2757993,-0.0006370203,0.05560907,-85.94188,91.93845,0.002452504,0.0008169027,1.001716,89.9127,60.7732,10860.47,11.6354,0,0.5489986,-2.617822,0.6282805,-0.2679907,89.9127,60.7732,-10190.72,11.1644,0,0.4934418,2.617883,-0.3410918,-0.2321938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.377214,-0.01140246,0.2550717,0,0
1.434501,0,-0.0001003806,0.004442365,-15.43268,0.9325569,-0.1329094,-0.0317186,3.664657,-0.0005235864,-0.08299902,0,0,0,0,0,0,0,0,0,0,0,0,0.2780805,0.2704431,90.10361,0,0.5019997,43.47325,0.2780363,-0.0006462504,0.05686858,-85.96822,91.95847,0.00243612,0.0008397294,1.001728,89.9127,60.7732,10857.03,11.63302,0,0.5483897,-2.617825,0.6294999,-0.2697085,89.9127,60.7732,-10194.12,11.16677,0,0.4940082,2.617882,-0.3400881,-0.2336823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.323939,-0.01518829,0.2605186,0,0
1.438808,0,-0.0001018216,0.004569812,-15.4327,0.9483842,-0.132906,-0.0320737,3.683169,-0.0005966314,-0.08186589,0,0,0,0,0,0,0,0,0,0,0,0,0.2803235,0.2726245,90.10315,0,0.5083709,43.47474,0.2802786,-0.0006541659,0.05814893,-86.01245,91.97892,0.002420881,0.0008614209,1.001745,89.9127,60.7732,10853.86,11.63068,0,0.5477646,-2.617826,0.6306961,-0.271147,89.9127,60.7732,-10197.52,11.16912,0,0.4945902,2.617882,-0.3392005,-0.2351466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.270783,-0.01872451,0.2655604,0,0
1.443116,0,-0.0001032792,0.00470012,-15.43272,0.9642909,-0.1329029,-0.03242388,3.701453,-0.0006796088,-0.08071175,0,0,0,0,0,0,0,0,0,0,0,0,0.2825723,0.2748116,90.10229,0,0.5149664,43.47623,0.2825265,-0.0006612846,0.05945029,-86.06855,91.99979,0.002417134,0.0008834047,1.001761,89.9127,60.7732,10850.57,11.62836,0,0.5471228,-2.617826,0.6316817,-0.2723757,89.9127,60.7732,-10200.85,11.17143,0,0.4951861,2.617882,-0.3384067,-0.2366493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.217916,-0.01979967,0.270277,0,0
1.447424,0,-0.0001047529,0.004833334,-15.43274,0.9802757,-0.1329002,-0.03276904,3.719512,-0.0007601266,-0.07953811,0,0,0,0,0,0,0,0,0,0,0,0,0.284827,0.2770044,90.10148,0,0.5215865,43.47773,0.2847804,-0.0006687143,0.06077268,-86.12221,92.02068,0.002428862,0.0009073275,1.001765,89.9127,60.7732,10847.28,11.62608,0,0.5464647,-2.617823,0.6323725,-0.2735775,89.9127,60.7732,-10204.13,11.17372,0,0.4957952,2.617882,-0.3376464,-0.238219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166228,-0.01758259,0.274615,0,0
1.451732,0,-0.0001062446,0.004969503,-15.43276,0.9963378,-0.1328977,-0.03310912,3.737345,-0.0008269197,-0.07834551,0,0,0,0,0,0,0,0,0,0,0,0,0.287088,0.2792033,90.10119,0,0.5279363,43.47924,0.2870407,-0.0006774566,0.062116,-86.15923,92.04106,0.002449493,0.000933882,1.001766,89.9127,60.7732,10843.95,11.62382,0,0.5457916,-2.61782,0.63284,-0.2749429,89.9127,60.7732,-10207.28,11.17598,0,0.4964177,2.617883,-0.3368573,-0.2398328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11364,-0.01342764,0.2790768,0,0
1.45604,0,-0.0001077574,0.005108671,-15.43278,1.012476,-0.1328955,-0.03344402,3.754957,-0.0008757754,-0.07713269,0,0,0,0,0,0,0,0,0,0,0,0,0.2893545,0.2814075,90.10156,0,0.5339727,43.48076,0.2893065,-0.0006878854,0.0634803,-86.17606,92.06085,0.002470314,0.0009592297,1.001757,89.9127,60.7732,10840.54,11.62159,0,0.5451053,-2.617817,0.633271,-0.276557,89.9127,60.7732,-10210.39,11.17821,0,0.4970546,2.617883,-0.3360112,-0.2414303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06275,-0.009254729,0.2839994,0,0
1.460348,0,-0.0001092948,0.005250887,-15.4328,1.02869,-0.1328935,-0.03377365,3.772352,-0.0009122048,-0.07589904,0,0,0,0,0,0,0,0,0,0,0,0,0.2916273,0.2836179,90.10248,0,0.5396205,43.48229,0.2915787,-0.0006995123,0.06486582,-86.17661,92.07993,0.002479044,0.0009821183,1.001751,89.9127,60.7732,10837.38,11.61938,0,0.5444074,-2.617817,0.633859,-0.2783476,89.9127,60.7732,-10213.36,11.18041,0,0.4977067,2.617883,-0.3351309,-0.2429502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.013535,-0.007658478,0.2887518,0,0
1.464655,0,-0.0001108579,0.005396197,-15.43282,1.044978,-0.1328916,-0.03409793,3.789537,-0.0009493544,-0.0746452,0,0,0,0,0,0,0,0,0,0,0,0,0.2939076,0.2858355,90.10344,0,0.5451179,43.48382,0.2938583,-0.0007111604,0.06627284,-86.17565,92.09872,0.002471236,0.001003976,1.001753,89.9127,60.7732,10834.25,11.61721,0,0.5436981,-2.617819,0.6346893,-0.2801266,89.9127,60.7732,-10216.38,11.18259,0,0.4983742,2.617883,-0.3342756,-0.2443655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.964879,-0.009589074,0.293375,0,0
1.468963,0,-0.0001124456,0.005544649,-15.43284,1.06134,-0.13289,-0.03441677,3.806513,-0.0009997514,-0.07337187,0,0,0,0,0,0,0,0,0,0,0,0,0.2961954,0.2880605,90.10394,0,0.5507393,43.48536,0.2961455,-0.0007217087,0.06770153,-86.18749,92.11772,0.002452714,0.00102502,1.001765,89.9127,60.7732,10831.16,11.61506,0,0.5429769,-2.617822,0.6356887,-0.2817,89.9127,60.7732,-10219.44,11.18474,0,0.4990562,2.617882,-0.3335074,-0.2456985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.916837,-0.01380887,0.297796,0,0
1.473271,0,-0.000114055,0.005696292,-15.43287,1.077775,-0.1328886,-0.03473009,3.823283,-0.001068087,-0.07208017,0,0,0,0,0,0,0,0,0,0,0,0,0.2984914,0.2902935,90.10381,0,0.5566366,43.48692,0.2984408,-0.0007307339,0.06915212,-86.21745,92.13721,0.002434644,0.001045045,1.001784,89.9127,60.7732,10828.27,11.61294,0,0.5422426,-2.617824,0.636666,-0.2829826,89.9127,60.7732,-10222.57,11.18686,0,0.4997508,2.617882,-0.3328547,-0.2470098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.869,-0.01791761,0.3019065,0,0
1.477579,0,-0.0001156833,0.005851174,-15.43289,1.094281,-0.1328875,-0.03503781,3.839849,-0.001148496,-0.07077147,0,0,0,0,0,0,0,0,0,0,0,0,0.3007959,0.2925346,90.10319,0,0.5628114,43.48847,0.3007445,-0.0007387559,0.0706247,-86.26046,92.15719,0.002428814,0.001065408,1.001801,89.9127,60.7732,10825.32,11.61084,0,0.5414943,-2.617823,0.6374246,-0.2840498,89.9127,60.7732,-10225.6,11.18896,0,0.5004565,2.617882,-0.3322951,-0.248364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.821763,-0.01941387,0.3056869,0,0
1.481887,0,-0.0001173296,0.006009344,-15.43291,1.110859,-0.1328868,-0.03533987,3.85621,-0.001226791,-0.06944778,0,0,0,0,0,0,0,0,0,0,0,0,0.3031091,0.2947843,90.10258,0,0.5690296,43.49004,0.303057,-0.0007470436,0.07211931,-86.30288,92.17724,0.002441637,0.001087759,1.001807,89.9127,60.7732,10822.33,11.60877,0,0.5407323,-2.617821,0.6378784,-0.285095,89.9127,60.7732,-10228.53,11.19103,0,0.5011725,2.617882,-0.3317666,-0.2497903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.774523,-0.01693647,0.3088673,0,0
1.486194,0,-0.000118996,0.006170849,-15.43293,1.127506,-0.1328865,-0.03563621,3.872368,-0.001289675,-0.06810957,0,0,0,0,0,0,0,0,0,0,0,0,0.3054311,0.2970426,90.10252,0,0.5749794,43.49161,0.3053783,-0.0007567849,0.07363582,-86.32932,92.19681,0.00246471,0.001112619,1.001805,89.9127,60.7732,10819.31,11.60672,0,0.5399579,-2.617817,0.6381048,-0.2863176,89.9127,60.7732,-10231.45,11.19308,0,0.501899,2.617882,-0.3312048,-0.2512651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.726922,-0.01225905,0.3124267,0,0
1.490502,0,-0.000120686,0.00633574,-15.43295,1.144222,-0.1328864,-0.03592675,3.888322,-0.001332292,-0.06675529,0,0,0,0,0,0,0,0,0,0,0,0,0.3077612,0.2993087,90.10317,0,0.5805349,43.49319,0.3077078,-0.0007684113,0.07517426,-86.3362,92.21569,0.002488021,0.001136949,1.001798,89.9127,60.7732,10816.23,11.6047,0,0.5391732,-2.617814,0.6383008,-0.2878041,89.9127,60.7732,-10234.28,11.1951,0,0.5026371,2.617883,-0.3305812,-0.2527265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.680268,-0.007526874,0.316327,0,0
1.49481,0,-0.0001224033,0.006504066,-15.43298,1.161007,-0.1328864,-0.03621143,3.90408,-0.001360519,-0.06538437,0,0,0,0,0,0,0,0,0,0,0,0,0.3100999,0.3015832,90.10439,0,0.5857173,43.49479,0.310046,-0.0007813998,0.07673486,-86.32758,92.23394,0.002498361,0.001158433,1.00179,89.9127,60.7732,10813.3,11.6027,0,0.5383797,-2.617814,0.6386678,-0.2894765,89.9127,60.7732,-10236.95,11.19709,0,0.503388,2.617883,-0.3299188,-0.2541114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.635565,-0.005577899,0.3201538,0,0
1.499118,0,-0.0001241494,0.006675874,-15.433,1.177859,-0.1328866,-0.03649017,3.919646,-0.001388745,-0.06399716,0,0,0,0,0,0,0,0,0,0,0,0,0.3124485,0.3038672,90.10566,0,0.5907161,43.49638,0.3123941,-0.0007944654,0.07831787,-86.31715,92.25187,0.002490399,0.001179054,1.001792,89.9127,60.7732,10810.47,11.60073,0,0.5375778,-2.617817,0.6392928,-0.2911368,89.9127,60.7732,-10239.67,11.19907,0,0.504152,2.617882,-0.3292781,-0.2553924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59166,-0.007526982,0.3238931,0,0
1.503426,0,-0.0001259232,0.006851216,-15.43302,1.194778,-0.1328871,-0.0367629,3.935025,-0.001431137,-0.06259439,0,0,0,0,0,0,0,0,0,0,0,0,0.3148072,0.3061612,90.10648,0,0.5958476,43.49798,0.3147522,-0.0008063385,0.07992346,-86.31892,92.27003,0.002469872,0.00119893,1.001804,89.9127,60.7732,10807.73,11.59878,0,0.5367669,-2.61782,0.6400966,-0.2925836,89.9127,60.7732,-10242.41,11.20101,0,0.5049281,2.617882,-0.3287218,-0.2565928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54841,-0.01215457,0.3273745,0,0
1.507733,0,-0.0001277214,0.007030141,-15.43305,1.211763,-0.1328878,-0.03702957,3.950218,-0.001493509,-0.06117708,0,0,0,0,0,0,0,0,0,0,0,0,0.3171766,0.3084655,90.10661,0,0.60129,43.4996,0.317121,-0.0008164935,0.08155181,-86.3388,92.28871,0.00244916,0.001217962,1.001825,89.9127,60.7732,10805.12,11.59686,0,0.5359455,-2.617822,0.640879,-0.2937303,89.9127,60.7732,-10245.3,11.20294,0,0.5057142,2.617881,-0.3282792,-0.2577748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.505167,-0.01680289,0.3306443,0,0
1.512041,0,-0.0001295408,0.007212699,-15.43307,1.228813,-0.1328888,-0.03729011,3.965227,-0.001569842,-0.05974648,0,0,0,0,0,0,0,0,0,0,0,0,0.3195567,0.3107803,90.10623,0,0.6070468,43.50121,0.3195005,-0.0008254641,0.08320308,-86.37229,92.30791,0.002441657,0.001236932,1.001841,89.9127,60.7732,10802.49,11.59496,0,0.5351127,-2.617821,0.6414359,-0.2946579,89.9127,60.7732,-10248.07,11.20484,0,0.5065089,2.617881,-0.3279269,-0.2590041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.463036,-0.01863644,0.3335441,0,0
1.516349,0,-0.0001313804,0.007398943,-15.4331,1.245927,-0.1328903,-0.03754447,3.980052,-0.001644535,-0.05830478,0,0,0,0,0,0,0,0,0,0,0,0,0.3219483,0.3131062,90.10581,0,0.6128513,43.50284,0.3218915,-0.000834644,0.08487722,-86.40624,92.3272,0.002454876,0.001258526,1.001851,89.9127,60.7732,10799.81,11.59308,0,0.5342683,-2.617818,0.6416802,-0.2955691,89.9127,60.7732,-10250.67,11.20671,0,0.5073113,2.617881,-0.3276015,-0.26031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.419698,-0.01604135,0.335801,0,0
1.520657,0,-0.0001332419,0.007588923,-15.43312,1.263104,-0.132892,-0.0377926,3.994691,-0.001702281,-0.05685223,0,0,0,0,0,0,0,0,0,0,0,0,0.3243507,0.3154426,90.10596,0,0.6184089,43.50447,0.3242933,-0.0008454035,0.08657413,-86.42552,92.34608,0.002480718,0.001281779,1.001847,89.9127,60.7732,10797.03,11.59123,0,0.5334138,-2.617814,0.6416947,-0.2966703,89.9127,60.7732,-10253.39,11.20857,0,0.5081216,2.617882,-0.3272371,-0.2616672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.376969,-0.01076876,0.3385803,0,0
1.524965,0,-0.0001351297,0.007782687,-15.43315,1.280344,-0.1328941,-0.03803447,4.009146,-0.001737399,-0.05538705,0,0,0,0,0,0,0,0,0,0,0,0,0.3267638,0.3177893,90.10685,0,0.6235029,43.50611,0.3267058,-0.00085825,0.08829384,-86.42534,92.36421,0.002506276,0.001305011,1.001842,89.9127,60.7732,10794.19,11.5894,0,0.5325516,-2.617812,0.6416857,-0.2980492,89.9127,60.7732,-10255.97,11.2104,0,0.5089412,2.617882,-0.3268054,-0.2630117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.334047,-0.005535436,0.3416616,0,0
1.529272,0,-0.0001370476,0.007980289,-15.43317,1.297646,-0.1328963,-0.03826999,4.023421,-0.001756233,-0.05390878,0,0,0,0,0,0,0,0,0,0,0,0,0.3291874,0.3201464,90.10831,0,0.6282302,43.50776,0.3291289,-0.0008726171,0.09003653,-86.4106,92.38176,0.002518321,0.001325699,1.001834,89.9127,60.7732,10791.51,11.58759,0,0.531683,-2.617812,0.6418614,-0.2996219,89.9127,60.7732,-10258.38,11.21221,0,0.5097713,2.617882,-0.3263307,-0.2642786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.293475,-0.003208632,0.3446572,0,0
1.53358,0,-0.0001389975,0.008181778,-15.4332,1.315009,-0.1328987,-0.03849912,4.037524,-0.001774206,-0.05241763,0,0,0,0,0,0,0,0,0,0,0,0,0.331623,0.3225151,90.10988,0,0.6327558,43.50941,0.3315642,-0.0008871299,0.09180243,-86.39364,92.39899,0.002510414,0.00134524,1.001835,89.9127,60.7732,10788.95,11.5858,0,0.5308087,-2.617815,0.6423096,-0.3011816,89.9127,60.7732,-10260.8,11.21399,0,0.5106127,2.617882,-0.3258756,-0.2654405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25394,-0.005135918,0.3476429,0,0
1.537888,0,-0.0001409782,0.008387207,-15.43322,1.332433,-0.1329013,-0.0387218,4.051457,-0.001807025,-0.05091415,0,0,0,0,0,0,0,0,0,0,0,0,0.3340711,0.324896,90.11098,0,0.6374106,43.51107,0.3340118,-0.0009003806,0.09359176,-86.38815,92.41643,0.002488225,0.001363892,1.001848,89.9127,60.7732,10786.49,11.58404,0,0.5299279,-2.617818,0.6429455,-0.30252,89.9127,60.7732,-10263.29,11.21576,0,0.5114639,2.617881,-0.3255042,-0.2665229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.214858,-0.01010094,0.3503851,0,0
1.542196,0,-0.0001429861,0.008596627,-15.43325,1.349916,-0.1329041,-0.038938,4.065222,-0.001861808,-0.04939936,0,0,0,0,0,0,0,0,0,0,0,0,0.336532,0.3272893,90.11137,0,0.6424066,43.51274,0.3364722,-0.0009117251,0.09540465,-86.40038,92.43442,0.002464684,0.001382262,1.001869,89.9127,60.7732,10784.17,11.5823,0,0.5290389,-2.61782,0.6435606,-0.3035496,89.9127,60.7732,-10265.94,11.2175,0,0.5123234,2.61788,-0.325246,-0.2675904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175928,-0.01533329,0.3528884,0,0
1.546504,0,-0.0001450177,0.008810091,-15.43327,1.367458,-0.1329073,-0.03914765,4.078822,-0.001932574,-0.04787472,0,0,0,0,0,0,0,0,0,0,0,0,0.3390059,0.3296953,90.1112,0,0.6477569,43.51441,0.3389456,-0.0009216954,0.09724123,-86.4268,92.45297,0.002455468,0.001400038,1.001885,89.9127,60.7732,10781.85,11.58058,0,0.5281405,-2.617819,0.6439445,-0.3043565,89.9127,60.7732,-10268.45,11.21922,0,0.5131891,2.61788,-0.3250763,-0.2687104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.138316,-0.0175218,0.3549638,0,0
1.550812,0,-0.0001470715,0.009027652,-15.4333,1.385058,-0.1329109,-0.03935073,4.092257,-0.002002451,-0.0463424,0,0,0,0,0,0,0,0,0,0,0,0,0.3414936,0.3321146,90.11096,0,0.6531531,43.51609,0.3414327,-0.0009317984,0.09910148,-86.45444,92.4716,0.002468622,0.001420728,1.001896,89.9127,60.7732,10779.44,11.57888,0,0.5272326,-2.617816,0.6440089,-0.3051515,89.9127,60.7732,-10270.8,11.22092,0,0.5140601,2.617881,-0.3249297,-0.2699125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.099051,-0.01492013,0.3564505,0,0
1.555119,0,-0.0001491495,0.00924936,-15.43333,1.402715,-0.1329149,-0.0395472,4.105524,-0.0020541,-0.0448024,0,0,0,0,0,0,0,0,0,0,0,0,0.3439941,0.3345464,90.11127,0,0.6583091,43.51778,0.3439327,-0.0009435847,0.1009853,-86.46883,92.48987,0.002497139,0.00144295,1.001893,89.9127,60.7732,10776.85,11.5772,0,0.5263166,-2.617813,0.6438417,-0.3061476,89.9127,60.7732,-10273.29,11.2226,0,0.5149367,2.617881,-0.3247384,-0.2711699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.060242,-0.00905907,0.3585306,0,0
